Date,Time,Latitude,Longitude,Altitude,Speed,Course,Type,Distance,Essential
8/16/2013,14:42:48,21.573879,-158.276459,19.6,36,116,0,3.72,
8/16/2013,14:45:48,21.573887,-158.276443,30.85,288,104,0,1.88,
8/16/2013,14:48:47,21.573818,-158.276459,23.17,0,204,0,7.85,
8/16/2013,14:51:46,21.573879,-158.276443,27.82,144,52,0,6.98,
8/16/2013,14:54:45,21.573849,-158.276428,30.17,0,58,0,3.68,
8/16/2013,14:57:45,21.573854,-158.276428,23.69,0,100,0,0.56,
8/16/2013,15:00:48,21.573874,-158.276367,41.29,612,126,0,6.69,
8/16/2013,15:03:50,21.573868,-158.276443,26.73,0,185,0,7.89,
8/16/2013,15:06:51,21.573828,-158.27652,14.34,1008,278,0,9.12,
8/16/2013,15:09:51,21.573833,-158.276413,22.12,0,226,0,11.08,
8/16/2013,15:12:53,21.573828,-158.276474,10.32,0,221,0,6.33,
8/16/2013,15:15:54,21.573856,-158.276413,24.85,0,235,0,7.03,
8/16/2013,15:18:54,21.573866,-158.276398,26.82,0,90,0,1.91,
8/16/2013,15:21:55,21.573893,-158.276337,41.2,0,91,0,6.99,
8/16/2013,15:24:56,21.573902,-158.276398,36.36,0,240,0,6.39,
8/16/2013,15:27:58,21.573885,-158.276337,55.83,3060,84,0,6.58,
8/16/2013,15:31:03,21.573875,-158.276367,36.94,288,247,0,3.3,
8/16/2013,15:34:33,21.573858,-158.276474,13.79,36,108,0,11.22,
8/16/2013,15:37:41,21.573858,-158.276596,-6.6,0,246,0,12.62,
8/16/2013,15:40:38,21.573851,-158.276596,-18.93,0,279,0,0.78,
8/16/2013,15:43:35,21.573847,-158.276489,4.25,1116,250,0,11.07,
8/16/2013,15:46:35,21.573908,-158.276779,-55.53,0,27,0,30.75,
8/16/2013,15:49:38,21.57386,-158.276642,-6.69,0,44,0,15.14,
8/16/2013,15:52:40,21.573864,-158.276764,-47.71,0,65,0,12.62,
8/16/2013,15:55:42,21.573908,-158.276337,34.42,0,77,0,44.42,
8/16/2013,15:58:44,21.57391,-158.276245,31.65,0,313,0,9.52,
8/16/2013,16:01:49,21.573864,-158.276382,36.63,0,46,0,15.06,
8/16/2013,16:04:51,21.573841,-158.276489,25.38,0,235,0,11.36,
8/16/2013,16:07:53,21.573862,-158.276474,11.7,4968,155,0,2.8,
8/16/2013,16:10:55,21.573866,-158.276459,32.89,4572,288,0,1.61,
8/16/2013,16:13:59,21.573866,-158.276367,21.25,0,240,0,9.51,
8/16/2013,16:17:01,21.573885,-158.276505,10.2,1224,20,0,14.43,
8/16/2013,16:20:03,21.573896,-158.276413,26.38,0,92,0,9.59,
8/16/2013,16:23:11,21.5739,-158.276276,20.05,6408,69,0,14.17,
8/16/2013,16:26:11,21.573826,-158.276566,0.05,0,74,0,31.1,
8/16/2013,16:29:32,21.573837,-158.27655,10.25,0,252,0,2.06,
8/16/2013,16:32:42,21.573843,-158.27655,2.48,0,242,0,0.67,
8/16/2013,16:36:21,21.573864,-158.276474,17.01,2016,264,0,8.2,
8/16/2013,16:39:38,21.573929,-158.27626,15.69,0,119,0,23.28,
8/16/2013,16:43:14,21.573879,-158.276337,50.56,0,240,0,9.71,
8/16/2013,16:47:00,21.573853,-158.276428,37,1476,115,0,9.84,
8/16/2013,16:51:13,21.573883,-158.276489,42.57,864,68,0,7.14,
8/16/2013,16:56:04,21.573902,-158.276382,33.02,2736,268,0,11.26,
8/16/2013,17:01:41,21.573832,-158.276413,8.53,0,280,0,8.42,
8/16/2013,17:04:44,21.573835,-158.276505,20.57,0,302,0,9.52,
8/16/2013,17:07:47,21.573843,-158.276581,13.37,0,169,0,7.91,
8/16/2013,17:10:52,21.573864,-158.276459,31.06,0,110,0,12.83,
8/16/2013,17:13:57,21.573887,-158.276443,24.31,5652,125,0,3.05,
8/16/2013,17:16:57,21.573805,-158.276352,17.94,0,109,0,13.1,
8/16/2013,17:20:00,21.573805,-158.276398,8.39,684,277,0,4.76,
8/16/2013,17:23:44,21.573948,-158.276596,43.23,576,101,0,25.92,
8/16/2013,17:27:45,21.573912,-158.27655,35.01,2880,319,0,6.22,
8/16/2013,17:31:49,21.573826,-158.276428,25.7,0,64,0,15.83,
8/16/2013,17:34:49,21.573858,-158.276459,24.61,0,290,0,4.79,
8/16/2013,17:37:50,21.573837,-158.276428,23.6,0,98,0,3.97,
8/16/2013,17:40:50,21.573904,-158.276566,14.79,0,131,0,16.1,
8/16/2013,17:43:51,21.573872,-158.276535,18.2,0,122,0,4.79,
8/16/2013,17:46:51,21.573797,-158.276459,19.27,0,131,0,11.46,
8/16/2013,17:49:55,21.573851,-158.27655,14.26,864,286,0,11.16,
8/16/2013,17:52:59,21.573761,-158.276276,21.33,576,272,0,30.05,
8/16/2013,17:56:30,21.573729,-158.276413,1.16,0,177,0,14.61,
8/16/2013,17:59:50,21.573761,-158.276413,13.27,0,154,0,3.56,
8/16/2013,18:02:52,21.573713,-158.276428,0.98,0,352,0,5.56,
8/16/2013,18:05:51,21.573698,-158.276367,9.13,0,148,0,6.52,
8/16/2013,18:08:50,21.573692,-158.276321,9.14,0,296,0,4.8,
8/16/2013,18:11:48,21.573666,-158.276321,11.78,0,170,0,2.89,
8/16/2013,18:14:47,21.573997,-158.276489,33.24,0,357,0,40.7,
8/16/2013,18:17:47,21.573772,-158.276398,18.18,0,334,0,26.73,
8/16/2013,18:20:47,21.573837,-158.276428,29.74,0,325,0,7.87,
8/16/2013,18:23:41,21.573692,-158.276367,8.01,0,145,0,17.31,
8/16/2013,18:26:41,21.573772,-158.276398,16.93,0,327,0,9.46,
8/16/2013,18:29:40,21.573746,-158.276398,16.8,0,137,0,2.89,
8/16/2013,18:32:38,21.573784,-158.276382,32,0,321,0,4.54,
8/16/2013,18:35:36,21.573952,-158.276489,30.29,0,331,0,21.71,
8/16/2013,18:38:37,21.573887,-158.276474,22.42,0,134,0,7.39,
8/16/2013,18:41:37,21.574068,-158.276657,20.03,2592,318,0,27.63,
8/16/2013,18:44:37,21.573795,-158.276443,18.05,0,313,0,37.57,
8/16/2013,18:47:36,21.573994,-158.276596,20.01,0,312,0,27.2,
8/16/2013,18:50:37,21.57382,-158.276382,28.98,684,316,0,29.39,
8/16/2013,18:53:36,21.573776,-158.276352,27.98,0,316,0,5.79,
8/16/2013,18:56:36,21.573847,-158.276428,32.19,4536,131,0,11.14,
8/16/2013,18:59:35,21.573822,-158.276352,38.59,1728,126,0,8.34,
8/16/2013,19:02:40,21.573862,-158.276474,19.96,4356,308,0,13.38,
8/16/2013,19:05:49,21.573793,-158.276352,21.77,0,130,0,14.77,
8/16/2013,19:09:00,21.573841,-158.276428,26.77,0,303,0,9.5,
8/16/2013,19:12:12,21.573877,-158.276489,15.5,2952,308,0,7.47,
8/16/2013,19:15:24,21.573975,-158.276611,18.72,0,303,0,16.67,
8/16/2013,19:18:35,21.573818,-158.276398,29.26,4500,124,0,28.1,
8/16/2013,19:22:02,21.573858,-158.276459,22.49,0,50,0,7.72,
8/16/2013,19:25:06,21.5737,-158.276794,126.94,1584,114,0,38.84,
8/16/2013,19:28:10,21.573853,-158.276413,23.81,756,120,0,42.91,
8/16/2013,19:31:14,21.573881,-158.276505,24.81,216,163,0,10.01,
8/16/2013,19:34:18,21.573877,-158.276459,37.87,2124,106,0,4.78,
8/16/2013,19:37:22,21.573971,-158.277084,17.66,648,320,0,65.47,
8/16/2013,19:40:26,21.573952,-158.276398,55.82,5904,123,0,70.97,
8/16/2013,19:43:30,21.573643,-158.276047,47.12,2196,195,0,49.98,
8/16/2013,19:46:36,21.573782,-158.276581,-5.22,0,213,0,57.34,
8/16/2013,19:49:41,21.574121,-158.276749,108.17,0,113,0,41.51,
8/16/2013,19:52:46,21.573774,-158.276611,25.53,0,30,0,41.14,
8/16/2013,19:55:52,21.573748,-158.276642,-12.34,0,351,0,4.32,
8/16/2013,19:58:57,21.573641,-158.276703,-45.3,324,327,0,13.47,
8/16/2013,20:01:58,21.57373,-158.276459,37.32,0,189,0,27.1,
8/16/2013,20:04:53,21.57373,-158.276733,-33.21,0,115,0,28.33,
8/16/2013,20:07:48,21.573759,-158.276657,-3.94,0,279,0,8.49,
8/16/2013,20:10:43,21.5737,-158.276169,95.86,0,270,0,50.89,
8/16/2013,20:13:37,21.573877,-158.276657,-35.87,0,141,0,54.16,
8/16/2013,20:16:36,21.573929,-158.276428,32.19,288,242,0,24.38,
8/16/2013,20:19:31,21.573832,-158.276581,-3.75,0,235,0,19.15,
8/16/2013,20:22:25,21.573812,-158.276688,1.88,0,340,0,11.29,
8/16/2013,20:25:23,21.573893,-158.276413,37.94,108,305,0,29.83,
8/16/2013,20:28:17,21.57394,-158.276398,78.48,0,308,0,5.45,
8/16/2013,20:31:15,21.573927,-158.276489,38.69,720,357,0,9.52,
8/16/2013,20:34:14,21.573898,-158.276566,22.32,1404,41,0,8.59,
8/16/2013,20:37:08,21.574446,-158.276642,316.77,0,345,0,61.44,
8/16/2013,20:40:02,21.574373,-158.275864,417.53,0,125,0,80.86,
8/16/2013,20:42:57,21.573725,-158.27597,156.44,0,109,0,72.88,
8/16/2013,20:45:56,21.573809,-158.276535,-0.71,1368,263,0,59.17,
8/16/2013,20:48:51,21.573664,-158.275864,183.27,0,119,0,71.23,
8/16/2013,20:51:45,21.573671,-158.276001,25.3,0,294,0,14.19,
8/16/2013,20:54:43,21.573889,-158.276505,28.44,576,256,0,57.48,
8/16/2013,20:57:42,21.573843,-158.27652,6.36,1476,283,0,5.34,
8/16/2013,21:00:47,21.57382,-158.276428,21.99,360,294,0,9.85,
8/16/2013,21:03:51,21.573778,-158.276337,-4.51,0,292,0,10.51,
8/16/2013,21:06:58,21.573856,-158.276505,31.77,2448,229,0,19.42,
8/16/2013,21:10:05,21.573973,-158.276764,4.69,4284,322,0,29.77,
8/16/2013,21:13:12,21.573879,-158.276581,10.4,3168,296,0,21.62,
8/16/2013,21:16:20,21.573862,-158.276535,21.75,0,94,0,5.12,
8/16/2013,21:19:27,21.573854,-158.276627,-8.4,0,106,0,9.55,
8/16/2013,21:22:34,21.573908,-158.276688,-21.23,0,101,0,8.71,
8/16/2013,21:25:41,21.573858,-158.276657,-22.47,0,104,0,6.42,
8/16/2013,21:28:48,21.573828,-158.276474,46.76,0,75,0,19.21,
8/16/2013,21:31:55,21.573851,-158.276428,38.85,0,137,0,5.4,
8/16/2013,21:35:03,21.573847,-158.276581,-0.55,0,289,0,15.83,
8/16/2013,21:38:10,21.573881,-158.27655,36.21,0,140,0,4.96,
8/16/2013,21:41:20,21.573872,-158.276703,-14.7,0,289,0,15.85,
8/16/2013,21:44:30,21.573839,-158.276474,29.2,0,139,0,23.96,
8/16/2013,21:47:40,21.573868,-158.276382,75.32,0,278,0,10.04,
8/16/2013,21:50:50,21.57386,-158.276443,65.1,1080,273,0,6.37,
8/16/2013,21:53:58,21.573885,-158.276413,42.39,0,118,0,4.17,
8/16/2013,21:57:08,21.573778,-158.27626,35.06,0,58,0,19.8,
8/16/2013,22:01:36,21.573874,-158.276398,23.3,0,119,0,17.82,
8/16/2013,22:07:20,21.573895,-158.276443,17.2,0,127,0,5.21,
8/16/2013,22:10:34,21.573854,-158.276459,29.83,0,127,0,4.85,
8/16/2013,22:13:47,21.573851,-158.276352,14.15,756,146,0,11.07,
8/16/2013,22:17:01,21.573832,-158.276459,32.16,0,169,0,11.26,
8/16/2013,22:20:15,21.573843,-158.276489,31.76,0,183,0,3.33,
8/16/2013,22:23:28,21.573843,-158.276489,23.95,0,159,0,0,
8/16/2013,22:26:43,21.573877,-158.276428,27.38,0,189,0,7.35,
8/16/2013,22:29:57,21.573757,-158.276443,54.2,0,166,0,13.43,
8/16/2013,22:33:12,21.57383,-158.276413,32,0,11,0,8.69,
8/16/2013,22:36:21,21.573761,-158.27652,54.59,2412,163,0,13.46,
8/16/2013,22:39:29,21.573792,-158.27652,43.66,0,111,0,3.45,
8/16/2013,22:42:36,21.573738,-158.276489,56.34,4284,182,0,6.81,
8/16/2013,22:45:42,21.573605,-158.276459,82.15,1800,359,0,15.11,
8/16/2013,22:48:48,21.573208,-158.276535,158.78,0,37,0,44.84,
8/16/2013,22:51:53,21.573713,-158.276474,58.65,0,8,0,56.51,
8/16/2013,22:55:02,21.573784,-158.276474,46.13,0,98,0,7.89,
8/16/2013,22:58:11,21.573648,-158.276474,63.84,0,155,0,15.12,
8/16/2013,23:01:22,21.573774,-158.276443,46.82,0,177,0,14.37,
8/16/2013,23:04:31,21.573786,-158.276489,41.48,0,176,0,4.94,
8/16/2013,23:07:40,21.573797,-158.276474,40.78,2988,179,0,1.98,
8/16/2013,23:11:03,21.573877,-158.276459,27.19,144,105,0,9.03,
8/16/2013,23:14:06,21.573839,-158.27652,18.22,432,43,0,7.59,
8/16/2013,23:17:08,21.573925,-158.276413,10.61,324,55,0,14.62,
8/16/2013,23:20:11,21.57395,-158.276474,19.38,468,109,0,6.89,
8/16/2013,23:23:13,21.573811,-158.276443,30.49,288,77,0,15.79,
8/16/2013,23:26:15,21.573931,-158.27652,26.56,252,36,0,15.54,
8/16/2013,23:29:18,21.573896,-158.276428,34.75,252,122,0,10.28,
8/16/2013,23:32:22,21.573887,-158.276459,26.2,324,204,0,3.36,
8/16/2013,23:35:24,21.57378,-158.276474,17.79,180,25,0,12,
8/16/2013,23:38:28,21.573835,-158.276459,19.64,288,136,0,6.31,
8/16/2013,23:41:33,21.573868,-158.276459,24.86,0,124,0,3.67,
8/16/2013,23:44:35,21.573915,-158.276474,26.62,2196,309,0,5.45,
8/16/2013,23:47:36,21.573801,-158.276459,16.74,396,125,0,12.77,
8/16/2013,23:50:37,21.573746,-158.276413,19.62,144,58,0,7.75,
8/16/2013,23:53:39,21.573824,-158.27655,39.16,648,76,0,16.61,
8/16/2013,23:56:42,21.573835,-158.276489,23.35,180,118,0,6.43,
8/16/2013,23:59:45,21.573811,-158.276428,13.65,0,162,-4,6.85,1
8/17/2013,0:02:47,21.573824,-158.276459,32.68,540,10,-2,0,1
8/17/2013,0:05:44,21.573822,-158.276428,-27.45,288,42,0,3.21,1
8/17/2013,0:08:42,21.573877,-158.276505,1.66,36,136,0,10.04,
8/17/2013,0:11:42,21.573832,-158.276459,20.08,72,106,0,6.9,
8/17/2013,0:14:39,21.573822,-158.27652,35.26,468,239,0,6.4,
8/17/2013,0:17:36,21.573839,-158.276459,1.59,828,201,0,6.58,
8/17/2013,0:20:34,21.573915,-158.27652,17.3,504,236,0,10.55,
8/17/2013,0:23:32,21.573858,-158.276428,15,144,92,0,11.43,
8/17/2013,0:26:29,21.573824,-158.276566,22.32,216,125,0,14.76,
8/17/2013,0:29:30,21.573837,-158.276443,18.38,0,196,0,12.8,
8/17/2013,0:32:28,21.57407,-158.27626,97.72,720,81,0,32.08,
8/17/2013,0:35:31,21.573824,-158.276382,54.49,540,120,0,30.12,
8/17/2013,0:38:30,21.573273,-158.276581,-127.67,1080,251,0,64.63,
8/17/2013,0:41:30,21.573717,-158.275818,119.26,900,255,0,93.07,
8/17/2013,0:44:31,21.573879,-158.276306,58.94,108,19,0,53.58,
8/17/2013,0:47:32,21.573862,-158.276276,73,468,187,0,3.63,
8/17/2013,0:50:34,21.573818,-158.276413,110.81,0,212,0,14.99,
8/17/2013,0:53:37,21.573816,-158.276459,42.54,0,159,0,4.76,
8/17/2013,0:56:39,21.573948,-158.276199,76.64,504,257,0,30.63,
8/17/2013,0:59:42,21.57382,-158.276505,2.31,0,272,0,34.7,
8/17/2013,1:02:43,21.573816,-158.276459,40.85,468,185,0,4.78,
8/17/2013,1:05:36,21.573984,-158.276245,-172.25,0,111,0,28.96,
8/17/2013,1:08:30,21.573811,-158.276474,41.84,0,177,0,30.51,
8/17/2013,1:11:26,21.573799,-158.276489,28.26,648,128,0,2.05,
8/17/2013,1:14:20,21.573774,-158.276505,39.47,0,352,0,3.23,
8/17/2013,1:17:13,21.573938,-158.276428,144.67,1800,25,0,19.9,
8/17/2013,1:20:07,21.573885,-158.276459,20.2,0,223,0,6.71,
8/17/2013,1:23:00,21.574188,-158.276184,17.22,0,268,0,44.09,
8/17/2013,1:25:54,21.573523,-158.276733,18.99,0,109,0,93.22,
8/17/2013,1:28:47,21.573952,-158.276474,5.49,1368,200,0,54.71,
8/17/2013,1:31:45,21.573772,-158.27655,26.03,432,160,0,21.5,
8/17/2013,1:34:42,21.573809,-158.276474,39.5,324,240,0,8.87,
8/17/2013,1:37:38,21.57387,-158.276474,31.96,0,271,0,6.78,
8/17/2013,1:40:36,21.573828,-158.27655,13.39,72,143,0,9.14,
8/17/2013,1:43:34,21.573812,-158.276489,29.35,540,55,0,6.55,
8/17/2013,1:46:28,21.574091,-158.276077,55.07,2016,217,0,52.7,
8/17/2013,1:49:26,21.573801,-158.27655,32.15,2340,212,0,58.58,
8/17/2013,1:52:23,21.573832,-158.27652,32.81,828,190,0,4.64,
8/17/2013,1:55:20,21.573721,-158.276627,20.67,180,82,0,16.58,
8/17/2013,1:58:17,21.573837,-158.276428,43.39,1548,221,0,24.29,
8/17/2013,2:01:59,21.573872,-158.276459,46.82,0,175,0,5.04,
8/17/2013,2:05:08,21.573807,-158.276459,16.85,0,164,0,7.23,
8/17/2013,2:08:17,21.573803,-158.276535,-6.7,0,272,0,7.87,
8/17/2013,2:11:26,21.573685,-158.276672,-86.14,0,292,0,19.31,
8/17/2013,2:14:34,21.573698,-158.276657,-78.36,0,263,0,2.12,
8/17/2013,2:17:42,21.573685,-158.276688,-80.97,0,51,0,3.52,
8/17/2013,2:20:50,21.573685,-158.276657,-54.52,0,85,0,3.21,
8/17/2013,2:23:58,21.573689,-158.276825,-79.53,0,103,0,17.38,
8/17/2013,2:27:06,21.573679,-158.27681,-77.13,0,118,0,1.91,
8/17/2013,2:30:14,21.573694,-158.27681,-73.1,0,109,0,1.67,
8/17/2013,2:33:22,21.57373,-158.276733,-49.06,0,94,0,8.91,
8/17/2013,2:36:31,21.573797,-158.276596,-5.15,0,216,0,16.01,
8/17/2013,2:39:39,21.573725,-158.276901,-79.37,0,250,0,32.54,
8/17/2013,2:42:47,21.573708,-158.276825,-60.61,0,178,0,8.08,
8/17/2013,2:45:55,21.574049,-158.275894,146.88,0,170,0,103.47,
8/17/2013,2:49:04,21.573513,-158.277527,-192.35,0,351,0,179.07,
8/17/2013,2:52:17,21.573824,-158.276627,-6.31,0,45,0,99.28,
8/17/2013,2:55:30,21.573816,-158.276733,-21.76,0,235,0,11,
8/17/2013,2:58:43,21.573807,-158.276794,-31.57,0,219,0,6.39,
8/17/2013,3:01:54,21.573915,-158.27652,17.99,0,154,0,30.77,
8/17/2013,3:05:04,21.573772,-158.276978,-68.2,0,228,0,49.96,
8/17/2013,3:08:17,21.573826,-158.276779,-33.14,0,67,0,21.44,
8/17/2013,3:11:25,21.573856,-158.276566,5.78,0,214,0,22.28,
8/17/2013,3:14:32,21.573847,-158.276688,-15.76,0,222,0,12.66,
8/17/2013,3:17:40,21.573835,-158.276718,-15.81,0,231,0,3.38,
8/17/2013,3:20:46,21.573858,-158.276978,-56.97,0,192,0,27.01,
8/17/2013,3:23:51,21.573849,-158.276321,47.31,0,133,0,67.94,
8/17/2013,3:26:56,21.573872,-158.276733,-16.25,0,228,0,42.68,
8/17/2013,3:30:01,21.574013,-158.277252,-162.16,0,67,0,55.91,
8/17/2013,3:33:06,21.573893,-158.277802,-155.28,0,53,0,58.42,
8/17/2013,3:36:11,21.574203,-158.277008,-55.86,0,179,0,89.05,
8/17/2013,3:39:16,21.573868,-158.276611,1.61,0,220,0,55.43,
8/17/2013,3:42:21,21.573854,-158.27623,67.21,0,224,0,39.43,
8/17/2013,3:45:26,21.573677,-158.275925,122.21,0,232,0,37.18,
8/17/2013,3:48:31,21.5737,-158.27533,227.37,0,222,0,61.58,
8/17/2013,3:51:40,21.573545,-158.275696,171.41,0,254,0,41.59,
8/17/2013,3:54:49,21.573517,-158.275711,170.21,0,235,0,3.48,
8/17/2013,3:57:57,21.573507,-158.275803,161.83,0,50,0,9.58,
8/17/2013,4:01:07,21.573515,-158.275894,149.82,0,99,0,9.45,
8/17/2013,4:04:16,21.573469,-158.27594,146.73,0,255,0,6.98,
8/17/2013,4:07:24,21.573519,-158.276001,141.07,0,270,0,8.41,
8/17/2013,4:10:33,21.573555,-158.276184,107.94,0,268,0,19.34,
8/17/2013,4:13:42,21.57362,-158.27623,96.37,0,191,0,8.65,
8/17/2013,4:16:51,21.573717,-158.276306,75.48,0,15,0,13.35,
8/17/2013,4:20:00,21.573637,-158.276321,78.86,0,20,0,9.03,
8/17/2013,4:23:33,21.573847,-158.276474,20.02,0,49,0,28.21,
8/17/2013,4:26:37,21.573851,-158.276459,22.21,108,202,0,1.61,
8/17/2013,4:29:41,21.573847,-158.276474,20.87,72,108,0,1.61,
8/17/2013,4:32:44,21.573845,-158.276413,32.98,144,0,0,6.31,
8/17/2013,4:35:47,21.573853,-158.276443,27.09,216,150,0,3.23,
8/17/2013,4:38:51,21.573841,-158.276459,19,72,173,0,2.13,
8/17/2013,4:41:54,21.573868,-158.276474,34.27,936,214,0,3.38,
8/17/2013,4:44:57,21.573847,-158.276459,26.89,288,144,0,2.8,
8/17/2013,4:47:59,21.573908,-158.276459,-2.21,5184,252,0,6.78,
8/17/2013,4:51:01,21.573895,-158.276443,42.76,288,123,0,2.2,
8/17/2013,4:54:03,21.573868,-158.276382,29.81,648,133,0,6.99,
8/17/2013,4:57:06,21.573853,-158.276489,27.89,108,56,0,11.19,
8/17/2013,5:00:08,21.573824,-158.276474,24.45,504,153,0,3.58,
8/17/2013,5:03:05,21.573923,-158.276566,2.84,288,69,0,14.55,
8/17/2013,5:06:02,21.573736,-158.276489,24.76,396,298,0,22.27,
8/17/2013,5:08:59,21.5739,-158.276443,23.11,216,320,0,18.85,
8/17/2013,5:11:57,21.573929,-158.27655,15.11,360,178,0,11.52,
8/17/2013,5:14:55,21.57379,-158.276413,11.71,252,165,0,20.97,
8/17/2013,5:17:53,21.573862,-158.276489,31.15,72,286,0,11.22,
8/17/2013,5:20:51,21.573824,-158.276474,23.83,540,272,0,4.5,
8/17/2013,5:23:48,21.573769,-158.276672,-38.11,4248,146,0,21.37,
8/17/2013,5:26:45,21.573946,-158.276505,42.64,540,198,0,26.18,
8/17/2013,5:29:44,21.573837,-158.276474,23.07,180,126,0,12.54,
8/17/2013,5:32:41,21.573854,-158.276581,33.32,612,25,0,11.22,
8/17/2013,5:35:38,21.573898,-158.276413,45.39,504,75,0,18.05,
8/17/2013,5:38:35,21.57859,-158.283127,-7.36,35424,287,0,868.44,1
8/17/2013,5:41:32,21.584106,-158.299255,-42.19,35856,291,0,1776.85,1
8/17/2013,5:44:29,21.583096,-158.313995,0.36,41436,228,0,1528.22,1
8/17/2013,5:47:27,21.579985,-158.328293,8.66,40932,289,0,1518.34,1
8/17/2013,5:50:25,21.580624,-158.331345,7.16,35820,234,0,323.48,1
8/17/2013,5:53:21,21.576729,-158.339066,4.32,41580,228,0,908.28,1
8/17/2013,5:56:18,21.571848,-158.349899,20,49644,231,0,1244.74,1
8/17/2013,5:59:14,21.566193,-158.363373,6.18,44892,268,0,1528.65,1
8/17/2013,6:02:14,21.560318,-158.373749,-32.03,46764,289,0,1256.23,1
8/17/2013,6:05:15,21.559381,-158.38768,22.31,38340,196,0,1444.44,1
8/17/2013,6:08:16,21.557451,-158.400208,39.38,40212,190,0,1313.25,1
8/17/2013,6:11:17,21.558628,-158.414322,-4.67,33192,304,0,1465.47,1
8/17/2013,6:14:19,21.558979,-158.429367,16.18,38052,299,0,1556.38,1
8/17/2013,6:17:21,21.560005,-158.445572,13.29,32292,319,0,1679.72,1
8/17/2013,6:20:22,21.567966,-158.460419,-18.03,26496,107,0,1772.27,1
8/17/2013,6:23:25,21.576258,-158.458405,-7.77,23004,6,0,945.26,1
8/17/2013,6:26:28,21.583923,-158.472168,12.35,42156,300,0,1658.81,1
8/17/2013,6:29:31,21.577991,-158.488556,16.22,37188,194,0,1818.37,1
8/17/2013,6:32:34,21.564365,-158.49791,-77.88,48024,225,0,1797.57,1
8/17/2013,6:35:37,21.553755,-158.509415,-19.31,50076,290,0,1675.56,1
8/17/2013,6:38:40,21.543913,-158.519989,22.86,45036,212,0,1547.13,1
8/17/2013,6:41:43,21.541386,-158.53537,-18.25,55152,290,0,1615.44,1
8/17/2013,6:44:47,21.534286,-158.550705,-5.2,41616,193,0,1771.73,1
8/17/2013,6:47:50,21.519138,-158.557083,-24.92,57276,300,0,1808.97,1
8/17/2013,6:50:53,21.527386,-158.573151,-3.28,39996,337,0,1898.34,1
8/17/2013,6:53:56,21.538002,-158.587875,-33.49,60552,252,0,1926.88,1
8/17/2013,6:56:59,21.526039,-158.603714,-23.52,58896,260,0,2110.34,1
8/17/2013,7:00:02,21.517548,-158.620193,39.96,40284,186,0,1948.63,1
8/17/2013,7:03:06,21.496778,-158.634033,49.71,66780,280,0,2717.33,1
8/17/2013,7:06:10,21.490528,-158.632462,50.62,0,213,0,713.72,1
8/17/2013,7:09:13,21.488407,-158.630569,88.6,10764,346,0,306.57,
8/17/2013,7:12:17,21.488508,-158.630692,25.5,0,291,0,16.97,
8/17/2013,7:15:20,21.48642,-158.636261,-177.33,36756,294,0,621.22,1
8/17/2013,7:18:23,21.48509,-158.649979,-69.42,24048,115,0,1427.06,1
8/17/2013,7:21:26,21.489195,-158.669708,21.82,29376,335,0,2091.71,1
8/17/2013,7:24:30,21.490721,-158.690826,27.24,53640,303,0,2191.55,1
8/17/2013,7:27:34,21.49789,-158.70845,9.35,21672,218,0,1990.05,1
8/17/2013,7:30:37,21.502447,-158.728424,222.91,6948,350,0,2127.68,1
8/17/2013,7:33:41,21.510004,-158.747742,84.49,39312,339,0,2167.98,1
8/17/2013,7:36:45,21.521395,-158.764175,12.56,23688,352,0,2119.93,1
8/17/2013,7:39:49,21.534891,-158.77684,-78.34,37260,355,0,1992.05,1
8/17/2013,7:42:52,21.544806,-158.775162,-122.8,14760,73,0,1116.07,1
8/17/2013,7:45:56,21.544336,-158.774399,-1.17,8352,254,0,94.65,1
8/17/2013,7:48:59,21.544418,-158.774567,54.52,25020,94,0,19.62,
8/17/2013,7:52:06,21.544949,-158.774918,13.98,25596,189,0,69.31,1
8/17/2013,7:55:11,21.545105,-158.774872,116.54,12708,76,0,17.99,1
8/17/2013,7:58:18,21.545732,-158.775146,21.29,6372,10,0,75.26,
8/17/2013,8:02:36,21.545673,-158.775101,8.39,21852,172,0,8.04,
8/17/2013,8:07:12,21.545525,-158.774414,22.66,54648,227,0,72.93,1
8/17/2013,8:10:21,21.545931,-158.774857,5.83,7812,157,0,64.32,1
8/17/2013,8:13:27,21.546688,-158.775162,-2.23,0,20,0,89.89,
8/17/2013,8:16:35,21.54644,-158.775116,21.54,0,316,0,27.98,
8/17/2013,8:19:41,21.545488,-158.774765,2.82,24984,195,0,111.91,
8/17/2013,8:22:48,21.545956,-158.774719,12.66,0,140,0,52.26,
8/17/2013,8:25:52,21.545635,-158.774933,-2.14,8532,193,0,42,
8/17/2013,8:28:56,21.540066,-158.772659,15.8,9900,201,0,662.4,1
8/17/2013,8:32:02,21.526436,-158.771561,7.72,42228,174,0,1519.84,1
8/17/2013,8:35:07,21.511484,-158.770767,7.27,26100,145,0,1664.61,1
8/17/2013,8:38:15,21.491486,-158.771042,11.26,32076,163,0,2223.86,1
8/17/2013,8:41:23,21.47607,-158.776245,12.56,10152,0,0,1796.73,1
8/17/2013,8:44:29,21.478207,-158.776688,12.62,32472,150,0,242,1
8/17/2013,8:47:36,21.481218,-158.775391,7.63,19296,61,0,360.7,1
8/17/2013,8:50:44,21.485027,-158.777985,13.22,26460,359,0,501.42,1
